,resort_name,country,province,rating,lowest_point,highest_point,blue_runs,red_runs,black_runs,ski_lifts,price
2073, Kakisu Trase ,Latvia,None,2,0.7 km,0.1 km,0.7 km,0.1 km,0.2 km,None,
2074, Oberwilhams – Missen-Wilhams ,Germany,Bavaria (Bayern),2,910 m,1040 m,3 km,0 km,0 km,3 ski lifts,"€ 15,-"
2075, Rybno ,Poland,Podlaskie (Województwo podlaskie),2,100 m,140 m,1.5 km,0.4 km,0 km,6 ski lifts,"PLN 80,- / approx. € 17,-"
2076, Visalaje ,Czech Republic,Moravian-Silesian Region (Moravskoslezský kraj),2,703 m,778 m,0.4 km,0.3 km,0 km,2 ski lifts,"CZK 250,- / approx. € 9,-"
2077, Kleingladenbach ,Germany,Hesse (Hessen),2,360 m,540 m,0.1 km,0.7 km,0 km,2 ski lifts,"€ 12,-"
2078, Rossendale (dry slopes) ,United Kingdom,England,2,242 m,285 m,0.5 km,0.2 km,0 km,3 ski lifts,
2079, Hodonín u Kunštátu ,Czech Republic,South Moravian Region (Jihomoravský kraj),2,529 m,629 m,0.1 km,0.6 km,0 km,2 ski lifts,
2080, Parchatka ,Poland,Lublin (Województwo lubelskie),2,140 m,191 m,0.5 km,0.4 km,0 km,3 ski lifts,
2081, Stelzen – Lohnsburg ,Austria,Upper Austria (Oberösterreich),2,637 m,735 m,0.1 km,0.6 km,0 km,2 ski lifts,
2082, Lysá ,Slovakia,Prešov (Prešovský kraj),2,635 m,1068 m,0 km,1 km,0 km,2 ski lifts,"€ 15,-"
2083, Hapfere – Plaffeien ,Switzerland,Espace Mittelland,2,850 m,935 m,1 km,0 km,0 km,1 ski lift,"SFr. 20,- / approx. € 19,-"
2084, Keilhauer Berg – Nabburg ,Germany,Bavaria (Bayern),2,445 m,500 m,1 km,0 km,0 km,1 ski lift,"€ 5,-"
2085, Hervanta Mustavuori – Tampere ,Finland,West Finland (Länsi-Suomi),2,100 m,156 m,1 km,0 km,0 km,2 ski lifts,"€ 25,-"
2086, Jakubkova Lúka ,Slovakia,Prešov (Prešovský kraj),2,1000 m,1200 m,1 km,0 km,0 km,2 ski lifts,"€ 39,-"
2087, Stoaninger Alm – Schönau im Mühlkreis ,Austria,Upper Austria (Oberösterreich),2,722 m,814 m,1.2 km,0 km,0 km,1 ski lift,"€ 15,-"
2088, Schlossberg – Osternohe ,Germany,Bavaria (Bayern),2,416 m,552 m,1 km,0 km,0 km,1 ski lift,"€ 18,-"
2089, Skillevollen – Mo i Rana ,Norway,Nordland,2,38 m,314 m,2.7 km,0 km,0 km,2 ski lifts,"NOK 370,- / approx. € 33,-"
2090, Ljosland Skisenter ,Norway,Vest-Agder,2,500 m,793 m,1 km,1 km,0.2 km,2 ski lifts,"NOK 365,- / approx. € 33,-"
2091, Campo Blenio ,Switzerland,Ticino,2,1207 m,1578 m,2 km,0 km,0 km,3 ski lifts,"SFr. 29,- / approx. € 27,-"
2092, Fjellsyn ,Norway,Hedmark,2,748 m,848 m,1.2 km,0 km,0 km,1 ski lift,"NOK 250,- / approx. € 22,-"
2093, Druni KidsArena – Valtgeva ,Switzerland,Eastern Switzerland,2,1450 m,1550 m,2 km,0 km,0 km,2 ski lifts,"SFr. 32,- / approx. € 30,-"
2094, Passo Forcora – Monte Cadrigna ,Italy,Lombardy,2,1179 m,1304 m,1 km,0 km,0 km,1 ski lift,"€ 20,-"
2095, Chuderhüsi – Röthenbach ,Switzerland,Espace Mittelland,2,1000 m,1091 m,1 km,0 km,0 km,1 ski lift,"SFr. 24,- / approx. € 22,-"
2096, Eikerapen ,Norway,Vest-Agder,2,381 m,641 m,1.6 km,0 km,0 km,1 ski lift,"NOK 350,- / approx. € 31,-"
2097, Frymburk – Svatá Marta ,Czech Republic,South Bohemian Region (Jihočeský kraj),2,736 m,835 m,1.3 km,0 km,0 km,1 ski lift,"CZK 500,- / approx. € 18,-"
2098, St. Magdalena (Gsies/​Valle di Casies) ,Italy,Trentino-Alto Adige (Trentino-Südtirol),2,1444 m,1679 m,1.5 km,0 km,0 km,1 ski lift,"€ 21,-"
2099, Bacherleitn – Weißenbach bei Liezen ,Austria,Styria (Steiermark),2,663 m,781 m,0 km,1.1 km,0 km,1 ski lift,"€ 16,-"
2100, Tristeli – St. Margrethenberg ,Switzerland,Eastern Switzerland,2,1195 m,1447 m,1 km,0 km,0 km,1 ski lift,"SFr. 25,- / approx. € 23,-"
2101, Téléconthey – Mayens de Conthey ,Switzerland,Lemanic Region,2,1281 m,1439 m,1 km,0 km,0 km,1 ski lift,"SFr. 15,- / approx. € 14,-"
2102, Ristolas ,France,Provence-Alpes-Côte d’Azur,2,1600 m,1648 m,1 km,0 km,0 km,2 ski lifts,€ 29.80
2103, Poseka – Ravne na Koroškem ,Slovenia,Carinthia (Koroška),2,432 m,587 m,0 km,1.7 km,0 km,1 ski lift,€ 17.50
2104, Roggenboden ,Austria,Tyrol (Tirol),2,955 m,1000 m,1.2 km,0 km,0 km,2 ski lifts,"€ 34,-"
2105, U Pekina – Zlaté Hory-Dolní Údolí ,Czech Republic,Olomouc Region (Olomoucký kraj),2,513 m,614 m,1.9 km,0 km,0 km,3 ski lifts,"CZK 410,- / approx. € 15,-"
2106, Rusava ,Czech Republic,Zlín Region (Zlínský kraj),2,394 m,454 m,0.5 km,0.4 km,0 km,4 ski lifts,"CZK 350,- / approx. € 13,-"
2107, Opálená ,Czech Republic,Moravian-Silesian Region (Moravskoslezský kraj),2,560 m,670 m,0.2 km,0.5 km,0 km,2 ski lifts,"CZK 390,- / approx. € 14,-"
2108, Herrenschwand ,Germany,Baden-Württemberg,2,1025 m,1250 m,1.8 km,0 km,0 km,1 ski lift,"€ 22,-"
2109, Familienarena St. Corona ,Austria,Lower Austria (Niederösterreich),2,830 m,910 m,1 km,0 km,0 km,1 ski lift,"€ 16,-"
2110, Kalli ,Finland,Northern Finland,2,19 m,50 m,1.5 km,0 km,0 km,1 ski lift,"€ 34,-"
2111, Treffelhausen – Böhmenkirch ,Germany,Baden-Württemberg,2,648 m,705 m,1 km,0 km,0 km,3 ski lifts,"€ 16,-"
2112, Parra ,Finland,West Finland (Länsi-Suomi),2,115 m,151 m,1 km,0 km,0 km,2 ski lifts,"€ 26,-"
2113, Heimenschwand – Buchholterberg ,Switzerland,Espace Mittelland,2,1005 m,1183 m,1 km,0 km,0 km,1 ski lift,"SFr. 28,- / approx. € 26,-"
2114, Ski Park Liptovská Teplička ,Slovakia,Prešov (Prešovský kraj),2,880 m,981 m,0.4 km,0.5 km,0 km,3 ski lifts,"€ 15,-"
2115, Kamionna – Laskowa ,Poland,Lesser Poland (Województwo małopolskie),2,470 m,805 m,1 km,1 km,0.2 km,4 ski lifts,"PLN 105,- / approx. € 23,-"
2116, Kvilda ,Czech Republic,South Bohemian Region (Jihočeský kraj),2,1040 m,1090 m,1.1 km,0 km,0 km,6 ski lifts,"CZK 360,- / approx. € 13,-"
2117, Koza (Коза) – Yablunytsia (Яблуниця) ,Ukraine,Ivano-Frankivsk,2,812 m,891 m,1.2 km,0 km,0 km,1 ski lift,"UAH 350,- / approx. € 11,-"
2118, Švýcarská Bouda – Abertamy ,Czech Republic,Karlovy Vary Region (Karlovarský kraj),2,874 m,967 m,1.2 km,0 km,0 km,1 ski lift,"CZK 200,- / approx. € 7,-"
2119, Zborov ,Czech Republic,Olomouc Region (Olomoucký kraj),2,516 m,602 m,1 km,0 km,0 km,2 ski lifts,"CZK 400,- / approx. € 15,-"
2120, La Lorette – Bourg-Saint-Pierre ,Switzerland,Lemanic Region,2,1550 m,1600 m,1 km,0 km,0 km,1 ski lift,"SFr. 15,- / approx. € 14,-"
2121, Gohrersberg – Kreuzthal ,Germany,Bavaria (Bayern),2,820 m,964 m,2 km,0 km,0 km,1 ski lift,"€ 18,-"
2122, Zederhaus ,Austria,Salzburg (Salzburger Land),2,1256 m,1390 m,1 km,0 km,0 km,1 ski lift,"€ 5,-"
2123, Sotkanrinteet ,Finland,West Finland (Länsi-Suomi),2,99 m,137 m,1.2 km,0 km,0 km,2 ski lifts,"€ 19,-"
2124, Tèct/​Zinols – Bergün ,Switzerland,Eastern Switzerland,2,1371 m,1540 m,2 km,0 km,0 km,2 ski lifts,"SFr. 33,- / approx. € 31,-"
2125, Oščadnica ,Slovakia,Žilina (Žilinský kraj),2,470 m,570 m,0.4 km,0.2 km,0 km,2 ski lifts,"€ 18,-"
2126, Kassjöbacken ,Sweden,Northern Sweden (Norrland),2,88 m,182 m,1.5 km,0 km,0 km,2 ski lifts,"Skr 175,- / approx. € 17,-"
2127, Ramsele ,Sweden,Northern Sweden (Norrland),2,200 m,280 m,1.2 km,0 km,0 km,1 ski lift,"Skr 120,- / approx. € 12,-"
2128, Andolla Ski – Alpe Cheggio ,Italy,Piedmont (Piemonte),2,1468 m,1553 m,2 km,0 km,0 km,1 ski lift,"€ 12,-"
2129, Schwellbrunn ,Switzerland,Eastern Switzerland,2,1022 m,1084 m,1 km,0 km,0 km,1 ski lift,"SFr. 25,- / approx. € 23,-"
2130, Stará Ves u Rýmařova ,Czech Republic,Moravian-Silesian Region (Moravskoslezský kraj),2,673 m,763 m,1.1 km,0 km,0 km,2 ski lifts,"CZK 400,- / approx. € 15,-"
2131, Heumöser – Ebnit (Dornbirn) ,Austria,Vorarlberg,2,1070 m,1250 m,2.5 km,0 km,0 km,1 ski lift,€ 19.80
2132, Buchserberg-Malbun – Buchs ,Switzerland,Eastern Switzerland,2,1379 m,1485 m,1.2 km,0 km,0 km,1 ski lift,"SFr. 18,- / approx. € 17,-"
2133, Reichenberg (Sankt Oswald-Riedlhütte) ,Germany,Bavaria (Bayern),2,790 m,880 m,1.2 km,0 km,0 km,2 ski lifts,"€ 10,-"
2134, Johannisberg – Freudenberg ,Germany,Bavaria (Bayern),2,433 m,535 m,1.2 km,0 km,0 km,1 ski lift,"€ 9,-"
2135, Bomyrberget – Vuollerim ,Sweden,Northern Sweden (Norrland),2,114 m,228 m,2.2 km,0 km,0 km,1 ski lift,"Skr 150,- / approx. € 14,-"
2136, Riepenlift – Antholz-Mittertal (Anterselva di Mezzo) ,Italy,Trentino-Alto Adige (Trentino-Südtirol),2,1127 m,1489 m,2 km,0 km,0 km,1 ski lift,"€ 27,-"
